,id,product_type,product_name,color_description,scent_description,taste_description,fruit_tasting,sugar_tasting,acidity_tasting,tannin_tasting,harmonizes_with,technical_sheet_wine_type,technical_sheet_volume,technical_sheet_closure_type,technical_sheet_service_temperature_in_celsius,technical_sheet_country,technical_sheet_region,technical_sheet_alcohol_content,technical_sheet_grapes,technical_sheet_producer,technical_sheet_crop_year,technical_sheet_cellaring_time,technical_sheet_maturation_time,specialist_review_content,specialist_review_owner,specialist_review_occupation,url
678,560,Vinho tinto italiano,ZioBaffa Toscana IGT 2020,Vermelho-rubi intenso,"Expressivo e elegante, com notas de cereja, especiarias e ervas","Redondo, agradável, frutado, harmonioso e fácil de beber",4,1,3,3,"Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha em T,18,Itália,Toscana,12.5,"Sangiovese, Syrah",Castellani,2020,2025,,"ZioBaffa é uma marca que nasceu da amizade entre o enólogo Piergiorgio Castellani, o cineasta Jason Baffa e o surfista e ambientalista Chris Del Moro. Sob a filosofia de sustentabilidade, unindo uma grande paixão por viagens, aventuras, boas comidas e experiências, os rótulos veganos são produzidos por meio de uvas cultivadas organicamente. Para eles: “nosso foco é trazer ao mundo vinhos italianos de alta qualidade e acessíveis, feitos com uma consciência ecológica. Chame isso de colaboração ítalo-californiana ou talvez apenas um toque moderno em uma antiga tradição”. E assim foi criado este exemplar redondo, agradável, harmonioso e fácil de beber, com aromas expressivos e elegantes de cereja, especiarias e ervas.",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/ziobaffa-toscana-igt-2020.html
679,569,Vinho tinto português,Portada Winemaker's Selection 2021,Vermelho-rubi,Frutas maduras como ameixa e groselha,"Encorpado, saboroso e frutado, com final levemente adocicado",4,3,3,3,"Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha de cortiça,17,Portugal,Lisboa,12.5,Uvas variadas,DFJ Vinhos,2021,2025,1 mês em garrafa,"A experiência e sabedoria da DFJ deram origem ao Portada, um vinho produzido na região de Lisboa em vinhedos que cobrem suaves colinas. A vinícola, que colecionou mais de 260 prêmios nos últimos 10 anos. Assinado por José Neiva Correia, reconhecido enólogo do país, Portada se destaca por seu equilíbrio e versatilidade - e pela enorme coleção de medalhas. Seu caráter gastronômico, inclusive, rendeu 6 prêmios de melhor vinho para harmonizar em diferentes edições do famoso Cathay HKIWSC, ou seja, se a ideia é combinar vinho e comida, Portada é a escolha certeira.

*Limite de duas garrafas por CPF na campanha Monte Seu Kit.",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/portada-winemaker-s-selection-2021.html
680,572,Vinho branco português,Portada Reserva Branco Vinho Regional Lisboa 2023,Amarelo-palha intenso e brilhante,"Intenso, com notas de frutas brancas e nuances minerais","Encorpado, macio, saboroso, frutado, refrescante e com final longo",3,1,4,1,"Carnes brancas, Frutos do mar, Queijos, Saladas e aperitivos",Vinho branco,750ml,Rolha de cortiça,9,Portugal,Lisboa,12.5,"Fernão Pires, Marsanne, Arinto, Verdejo",DFJ Vinhos,2023,2025,1 mês em garrafa,"Entre o rio Tejo e o oceano Atlântico estão localizadas as vinhas da DFJ Vinhos, uma vinícola que coleciona mais de 3700 prêmios em apenas 23 anos de existência. Dentre as uvas por ela cultivadas, temos Fernão Pires, Arinto, Chardonnay e Verdelho, que, juntas, compõem a versão branca de Portada Reserva. Espere apreciar um líquido encorpado, macio, frutado, refrescante e persistente, com aromas intensos de frutas brancas e nuances minerais.",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/portada-reserva-branco-vinho-regional-lisboa-2023.html
681,573,Vinho tinto europeu,Clos des Anges Sélection Prestige & Noblesse Rouge 2023,Vermelho-granada intenso,Aromas intensos de frutas vermelhas e pretas  ,"Harmonioso, leve e fácil de beber, com taninos macios e acidez equilibrada",3,1,3,2,"Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha de cortiça,16,Europeu,Multirregional,11,Uvas variadas,Domaine du Père Guillot,2023,2025,,"A Europa produz uma ampla gama de estilos de vinhos, e Clos de Anges representa um deles. Harmonioso e fácil de beber, ele revela aromas intensos de frutas vermelhas e pretas, além de taninos macios e acidez equilibrada em boca. Para uma degustação completa, a nossa sugestão é apostar em pratos com carnes grelhadas, ou até mesmo uma pizza de quatro queijos no fim de semana.",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/clos-de-anges-selection-prestige-noblesse-rouge-2023.html
683,587,Vinho tinto argentino,Velvet Collection Single Vineyard Cabernet Sauvignon 2023,Vermelho-rubi intenso,Levemente picante com notas de frutas vermelhas e pretas,"Redondo e poderoso, com taninos firmes e notas de amoras",3,1,3,3,"Carnes de caça, Carnes vermelhas, Pizzas e massas de molho vermelho",Vinho tinto,750ml,Rolha de cortiça,15,Argentina,Mendoza,13,Cabernet Sauvignon,Belhara Estate,2023,2025,,"Stephen Paul Huse, winemaker por trás do rótulo e diretor da Belhara Estate, é formado pela Universidade de Bordeaux, onde obteve um diploma de enologia e um mestrado em vinificação e viticultura. Apaixonado pelo universo do vinho, Huse preza pela alta qualidade em seus rótulos e a versão Collection da linha está inclusa lista: redondo, poderoso e frutado, é um rótulo que mostra o todo o potencial que a rainha das uvas tintas - Cabernet Sauvignon - pode atingir em solos argentinos.",Ari Gorenstein,Sommelier da evino,https://www.evino.com.br/product/belhra-estate-velvet-collection-cabernet-sauvignon-2023.html
684,589,Vinho tinto argentino,Velvet Collection Single Vineyard Malbec 2023,Vermelho-rubi brilhante,Aromas de frutas vermelhas e pretas maduras,"Fácil de beber, com boa acidez, taninos macios e redondos, e final longo",3,1,3,2,"Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha de cortiça,16,Argentina,Mendoza,13.3,Malbec,Belhara,2023,2025,,,Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/velvet-collection-single-vineyard-malbec-2023.html
685,603,Vinho tinto chileno,San Nazareno Winemaker Selection Vinho Tinto 2022,Vermelho-rubi,Aromas de frutas frescas e notas de ameixa e cereja,"Agradável, elegante e com taninos macios",3,1,2,3,Carnes vermelhas,Vinho tinto,750ml,Rolha de cortiça,16,Chile,Valle del Maule,12.5,Blend,Bodega Y Viñedos de Aguirre,2022,2025,,,Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/bodega-y-vinedo-de-aguirre-san-nazareno-red-blend-2022.html
686,605,Vinho tinto italiano,Gran Maestro Rosso Appassimento Puglia IGT 2022,Vermelho escuro com nuances marrons,,"Intenso e rico, com taninos suaves e doces",3,1,3,3,"Carnes vermelhas, Queijos",Vinho tinto,750ml,Rolha de cortiça,16,Itália,Puglia,14.5,Blend,Cielo e Terra,2022,2028,6 meses em barricas de carvalho,"O Gran Maestro Rosso foi elaborado por meio do método chamado appassimento, no qual as uvas são colhidas maduras e depois colocadas para desidratar, com o objetivo de concentrar aromas, sabores, açúcares e acidez. Com sabor intenso e encorpado, o resultado que vemos aqui é de um líquido rico em taninos doces e suaves, que impressiona com sua estrutura e complexidade. Perfeito para harmonizar com risoto de funghi com parmesão, ossobuco ao molho de tomate e lasanha bolonhesa.",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/cielo-e-terra-gran-maestro-rosso-puglia-appassimento-2022.html
687,606,Vinho tinto chileno,El Origen Winemaker Selection Vinho Tinto,Vermelho-rubi brilhante,Notas intensas de frutas vermelhas e pretas maduras,"Elegante, saboroso, harmonioso, com corpo médio e taninos macios",4,1,3,3,"Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha de cortiça,18,Chile,Valle del Limarí,12.5,Uvas variadas,Bodegas y Viñedos de Aguirre,,2025,,"A Bodegas y Viñedos de Aguirre é uma vinícola familiar que busca dar continuidade ao legado de Pedro Etcheberry, agrônomo francês fundador da companhia. Com esse intuito, são produzidos rótulos como este El Origen Winemaker Selection, que homenageia as origens da vitivinicultura no Chile. O resultado é um tinto elegante, saboroso e harmonioso, que revela aromas intensos de frutas vermelhas e pretas maduras. ",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/el-origen-red-blend-361551.html
688,2,Vinho tinto europeu,Boom! Peng! Bang! Couch! Duom! Vinho Tinto,Vermelho-púrpura brilhante,"Aromas de frutas vermelhas maduras, como morangos e cerejas","Corpo médio, estruturado, equilibrado, com taninos presentes e predominância de sabores frutados ",4,2,3,3,"Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha de cortiça,18,Europeu,Multirregional,11,"Grenache, Syrah, Tempranillo",FSP,,2025,,"Boom! Peng! Bang! Couch! Duom! é um vinho tinto que apresenta uma explosão de sabores e aromas após unir as uvas Grenache, Tempranillo e Syrah cultivadas em solos franceses. De corpo médio, estruturado, com taninos presentes e predominância de toques frutados em boca, ele expressa notas de morangos e cerejas maduras no nariz. Para harmonizar, sugerimos apostar em carnes vermelhas assadas ou massas à bolonhesa.",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/boom-peng-bang-couch-duom-vinho-tinto.html
691,627,Vinho branco chileno,Vinchante Vin 266 Sauvignon Blanc Central Valley 2022,Amarelo claro,Intenso com notas de frutas tropicais e cítricas,Equilibrado e vivaz com toques cítricos,3,1,4,1,"Carnes brancas, Frutos do mar, Queijos, Risoto e massas de molho branco, Saladas e aperitivos",Vinho branco,750ml,Rolha sintética,9,Chile,Valle Central,12,Sauvignon Blanc,Viña Ravanal,2024,2025,,"Elaborado por uma vinícola centenária no Valle Central chileno, este Sauvignon Blanc   harmonioso e refrescante revela uma personalidade tropical capaz de encantar a diferentes paladares.",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/ravanal-vinchante-sauvignon-blanc-2024.html
692,629,Vinho tinto argentino,Nacido y Criado en Mendoza Cabernet Sauvignon 2024,Vermelho-rubi profundo,Aromas de frutas vermelhas maduras e especiarias,"Encorpado, potente e harmonioso, com final longo",4,1,3,3,"Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha de cortiça,17,Argentina,Mendoza,13,Cabernet Sauvignon,Fecovita,2024,2025,,"O espírito livre e aventureiro das raposas nativas da Cordilheira dos Andes inspirou a criação deste rótulo. Ele foi elaborado a partir de uvas Cabernet Sauvignon colhidas aos pés das montanhas andinas, em Mendoza. Como resultado, é um tinto com aromas frutados e especiados, e paladar encorpado, intenso e harmonioso.",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/nacido-y-criado-en-mendoza-cabernet-sauvignon-2024.html
694,630,Vinho tinto chileno,Viña Santa Cabernet Sauvignon 2024,,"Aromas de frutas vermelhas maduras, e notas de cereja, amora, especiarias e cassis","Fácil de beber e elegante, com taninos maduros, corpo médio, acidez marcante e toques de frutas pretas maduras",4,1,3,3,"Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha de cortiça,18,Chile,Valle Central,12.5,Cabernet Sauvignon,Cremaschi,2024,2025,Estágio em tanques de aço inoxidável,"O Chile é um dos países mais importantes para a vitivinicultura do Novo Mundo, e é reconhecido pela qualidade e ótimo custo-benefício de seus vinhos. Exemplo disso é a versão Cabernet Sauvignon da linha Viña Santa. De caráter elegante e fácil de beber, ela apresenta aromas de frutas vermelhas maduras, e notas de cereja, amora, especiarias e cassis. Além disso, ela revela taninos maduros, corpo médio, acidez marcante e toques de frutas pretas maduras em boca.",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/cremaschi-vina-santa-cabernet-sauvignon-2024.html
700,620,Vinho branco brasileiro,Alísios Pinot Grigio 2024,Amarelo-palha com tons esverdeados,"Pêssego, abacaxi e flores brancas","Fresco, macio, com acidez equilibrada e boa intensidade de fruta",3,1,2,1,"Carnes brancas, Frutos do mar, Risoto e massas de molho branco, Saladas e aperitivos",Vinho branco,750ml,Tampa de rosca,12,Brasil,Campanha Meridional,12,Pinot Grigio,Miolo Wine Group,2024,2025,,,Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/alisios-pinot-grigio-2024.html
701,621,Vinho tinto chileno,Mancura Ethikós Cabernet Sauvignon Valle Central 2023,Vermelho-rubi brilhante,"Notas de frutas vermelhas e pretas, com toques de chocolate e couro","Equilibrado, macio e com taninos moderados",3,1,3,3,"Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha de cortiça,16,Chile,Valle Central,13,Cabernet Sauvignon,Mancura,2023,2025,,"Elaborada pela icônica vinícola Mancura, Ethikós Cabernet Sauvignon é uma expressão autêntica do terroir chileno do Valle Central. Equilibrando a potência da uva com a tipicidade de sua região, o rótulo apresenta aromas de frutas vermelhas e pretas, combinados com notas de chocolate e couro, e revela equilíbrio e maciez em boca.",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/ethikos-by-mancura-cabernete-sauvignon-2023.html
704,149,Vinho tinto italiano,Ab-Imis Sangiovese Puglia IGT,Vermelho-rubi translúcido,Frutas vermelhas frescas,"Frutado, macio, equilibrado e fácil de beber",4,2,3,2,"Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha,15,Itália,Puglia,11,Sangiovese,Casa Vinicola Caldirola.,,,,,Ari Gorenstein,Sommelier da evino,https://www.evino.com.br/product/caldirola-ab-imis-sangiovese-puglia-igt.html
706,240,Vinho tinto argentino,Vientos de Altura Partida Limitada Reserva Malbec 2021,Vermelho-púrpura intenso com reflexos violáceos,"Aromas de ameixas e cerejas, com notas de chocolate e baunilha","Expressivo, encorpado e macio, com taninos redondos e final persistente",4,1,3,3,"Carnes de caça, Carnes vermelhas, Pizzas e massas de molho vermelho",Vinho tinto,750ml,Rolha de cortiça,18,Argentina,Mendoza,13.5,Malbec,Fecovita,2021,2025,8 meses em barris de carvalho americano,,Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/fecovita-vientos-de-altura-partida-limitada-reserva-malbec-2021.html
707,202,Vinho tinto argentino,El Molino Estate Bottled Malbec 2023,Vermelho-rubi,Aromas de frutas maduras como ameixa e cereja,"Macio, com taninos redondos e final longo",3,1,3,2,"Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha sintética,18,Argentina,Mendoza,12.5,Malbec,Grupo Peñaflor,2023,2025,,,Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/el-molino-malbec-2023.html
708,252,Espumante Rosé brasileiro,Alísios by Miolo Rosé Brut,Rosa-salmão,Frutas vermelhas frescas como cereja e morango,"Equilibrado, delicado e refrescante",2,1,2,1,"Frutos do mar, Saladas e aperitivos",Espumante Rosé,750ml,Rolha de cortiça,9,Brasil,Vale do São Francisco,12,Grenache,Miolo Wine Group,,2025,,,Ari Gorenstein,Sommelier da evino,https://www.evino.com.br/product/al-sios-by-miolo-brut-ros-134601.html
713,405,Vinho tinto italiano,Miliasso Barolo DOCG 2020,Vermelho-granada,"Complexo, com notas rosas secas, frutas vermelhas, especiarias e toques terrosos","Redondo, aveludado, taninos marcados, final longo e com notas de tosta",4,1,5,5,"Carnes de caça, Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha de cortiça,17,Itália,Piemonte,14,Nebbiolo,Dezzani Srl,2020,2025,36 meses em barris de carvalho eslavo,"No Piemonte, norte da Itália, está localizada a denominação que origina um dos vinhos mais célebres do país: o Barolo. Convidamos você a conhecer as peculiaridades dessa região por meio do Miliasso, um exemplar de goles potentes, aveludados, e com taninos firmes, além de aromas complexos de frutos vermelhos maduros, especiarias, e toques terrosos e florais.",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/miliasso-barolo-docg-2020.html
715,507,Vinho tinto chileno,Expedicion Single Vineyard Selection Vinho Tinto,Vermelho-rubi brilhante,Notas intensas de frutas vermelhas maduras,"Agradável, frutado, saboroso e equilibrado",3,1,3,3,"Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha,16,Chile,,12.5,Blend,Bodega Y Vinedos Aguirre,,2025,,,Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/vinho-aguirre-expedicion-red-blend0.html
